liga,jogo,data,estado,ronda,resultado,equipa,jogador,posicao,minutes_played,rating,touches,goals,goal_assist,expected_goals,expected_assists,total_shots,shots_on_target,key_pass,total_pass,accurate_pass,total_long_balls,accurate_long_balls,total_cross,accurate_cross,total_contest,won_contest,duel_won,duel_lost,aerial_won,aerial_lost,total_tackle,won_tackle,total_clearance,interception,ball_recovery,blocked_scoring_attempt,dispossessed,possession_lost,was_fouled,fouls,yellow_card,red_card,saves,goals_conceded,punches,atualizado_em
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:22.868260+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Abdou Diallo,D,90,7.3,92,0,0,,0.0222282,0,0,0,80,73,6,2,1,0,1,1,5,2,2,0,1,1,5,0,6,0,1,9,1,1,0,0,0,2,0,2026-09-01T10:43:22.868370+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Abdulaziz Al-Dwehe,M,82,7.6,36,1,0,0.4431,0.0177108,2,1,1,20,18,0,0,0,0,1,1,6,8,1,1,3,3,0,0,3,0,2,5,1,1,0,0,0,1,0,2026-09-01T10:43:22.841013+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Abdulbaset Hindi,D,12,6.8,24,0,0,0.0168,0.00740375,1,0,0,14,12,0,0,1,0,0,0,3,1,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2026-09-01T10:43:22.868522+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Abdulkarim Darisi,F,90,6.4,24,0,0,,0.0143707,0,0,0,18,14,0,0,1,0,1,0,1,3,1,1,0,0,0,0,3,0,0,8,0,1,0,0,0,2,0,2026-09-01T10:43:22.868346+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Abdullah Al-Fahad,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:22.868541+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Abdulrahman Al Bouq,G,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:22.868562+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Abdurahman Al-Dakheel,D,90,6.5,40,0,0,,0.00086749,0,0,0,29,26,6,3,0,0,3,0,2,5,1,1,0,0,5,2,1,0,0,6,1,1,0,0,0,1,0,2026-09-01T10:43:22.840979+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Aboubacar Bah,M,90,6.1,58,0,0,0.0948,0.0054858,3,1,0,38,30,0,0,2,0,2,0,4,7,0,0,3,2,0,3,7,2,1,14,1,3,1,0,0,1,0,2026-09-01T10:43:22.840944+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Afimico Pululu,F,89,6.0,34,0,0,0.2828,0.0181799,1,0,0,14,9,0,0,0,0,2,0,8,9,0,3,2,1,1,0,2,0,0,15,6,3,0,0,0,1,0,2026-09-01T10:43:22.840997+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Ahmed Al-Nakhli,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:22.868322+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Ahmed Al-Shamrani,M,75,8.5,48,1,1,0.2791,0.190002,1,1,1,30,22,2,0,2,2,3,2,9,6,3,3,3,2,1,0,4,0,2,14,1,0,0,0,0,1,0,2026-09-01T10:43:22.841021+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Alimami Gory,F,78,6.5,35,0,0,0.0268,0.00469163,1,0,0,15,10,0,0,0,0,5,4,5,4,0,1,0,0,1,0,3,0,1,13,1,1,0,0,0,2,0,2026-09-01T10:43:22.868415+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Amine Ben Hmida,D,90,6.6,43,0,0,,0.0118242,0,0,1,29,24,3,1,0,0,1,1,4,5,1,1,2,1,4,0,3,0,0,9,0,1,1,0,0,1,0,2026-09-01T10:43:22.840971+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Ayman Al-Hujaili,M,8,6.5,9,0,0,,0.00037783,0,0,0,3,1,0,0,0,0,2,0,2,3,0,0,2,0,0,0,1,0,0,5,0,1,0,0,0,0,0,2026-09-01T10:43:22.841062+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Bader Al Mutairi,M,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:22.868552+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Abha,Basil Yousef Al-Sayyali,M,33,6.6,36,0,0,,0.0278437,0,0,0,29,25,0,0,1,0,2,0,1,5,0,1,0,0,0,0,3,0,1,9,1,0,0,0,0,0,0,2026-09-01T10:43:22.868477+00:00
Arabia Saudita Pro League 2026/2027,Abha - Al-Hazem,2026-08-13T16:15:00+00:00,finished,1,1-2,Al-Hazem,Bonheur Mugisha,M,90,7.0,47,0,0,,0.0067407,0,0,0,30,29,3,3,0,0,2,1,2,4,0,1,1,1,3,3,6,0,0,6,0,1,0,0,0,1,0,2026-09-01T10:43:22.840960+00:00
